instr,term,enroll,evals,rmd_class,rmd_instr,time,Course_ID,Course_Name,expected_grade,expected_gpa,actual_grade,actual_gpa
"Berman, Eli",WI21,35,10,88.9,88.9,4.5,ECON 120B,Econometrics B (C),B+,3.56,B-,2.97
"Berman, Eli",WI21,36,13,92.3,92.3,5.58,ECON 120B,Econometrics B (D),B+,3.42,B,3.14
"Wuthrich, Kaspar",WI21,117,25,96.0,100.0,6.18,ECON 120C,Econometrics C (A),B+,3.57,B,3.06
"Wuthrich, Kaspar",WI21,117,34,97.0,100.0,6.32,ECON 120C,Econometrics C (B),B+,3.41,B,3.01
"Brown, Alyssa Ashleigh",WI21,37,31,100.0,100.0,4.95,ECON 138,Economics of Discrimination (A),B+,3.52,B+,3.35
"Andreoni, James",WI21,39,12,58.3,66.7,6.17,ECON 143,Experimental Economics (A),B+,3.33,B+,3.6
"Squires, Dale E",WI21,232,66,83.1,89.2,5.69,ECON 145,Economics of Ocean Resources (A),B+,3.31,B,3.1
"Fadlon, Yizhak",WI21,45,18,86.7,100.0,4.5,ECON 152,Public Economics:ExpenditureII (A),B+,3.43,A-,3.77
"Fadlon, Yizhak",WI21,42,6,100.0,100.0,6.1,ECON 152,Public Economics:ExpenditureII (B),B+,3.5,A-,3.75
"Levkoff, Steven B.",WI21,185,42,97.6,100.0,5.85,ECON 171,Decisions Under Uncertainty (A),B+,3.45,B,3.26
"Berg, Miles Luke",WI21,80,21,95.2,85.7,4.6,ECON 172B,Operations Research B (A),B+,3.32,B+,3.38
"O, Mun Pyung",WI21,85,23,95.5,86.4,7.41,ECON 173A,Financial Markets (A),B,3.1,B,3.04
"Ramey, Garey",WI21,100,21,95.0,90.0,5.66,ECON 173B,Corporate Finance (A),B,3.28,B,3.02
"Zhu, Ying",WI21,43,11,60.0,60.0,8.3,ECON 178,Economic&Business Forecasting (A),B-,2.89,B,3.22
"Zhu, Ying",WI21,29,8,71.4,85.7,7.64,ECON 178,Economic&Business Forecasting (B),B+,3.33,B,3.07
"Tocoian, Oana",WI21,133,49,79.6,73.5,5.33,ECON 2,Market Imperfections & Policy (A),B+,3.39,B,3.06
"Ramey, Valerie A",WI21,239,107,81.7,77.9,6.94,ECON 3,Principles of Macroeconomics (A),B+,3.3,B-,2.94
"Ramey, Valerie A",WI21,204,91,86.7,86.4,6.3,ECON 3,Principles of Macroeconomics (B),B+,3.31,B,3.05
"Levkoff, Steven B.",WI21,275,100,90.5,89.4,5.17,ECON 4,Financial Accounting (A),B+,3.46,B,3.16
"Halter, Christopher P.",WI21,37,22,100.0,100.0,6.23,EDS 103,Intro to Quant Methods/EdRsrch (A),A-,3.91,A-,3.78
"Wishard Guerra, Alison G.",WI21,29,12,83.3,100.0,7.17,EDS 111,Child Family Community (A),A,4.0,B+,3.67
"Chapman, Thandeka K",WI21,44,21,95.2,95.2,4.21,EDS 112,U.S. Urban Education (A),A-,3.89,A-,3.83
"Clarke, Sherice Nicole",WI21,51,30,90.0,96.7,4.43,EDS 115,Cog Development & Education (A),B+,3.62,B+,3.4
"Dean, Dallawrence Edward",WI21,31,17,100.0,100.0,4.38,EDS 116,Equity Minded Education (A),A-,3.82,A-,3.85
"Gallagher-Geurtsen, Tricia Meghan",WI21,64,50,98.0,98.0,4.95,EDS 117,"Language, Culture & Education (A)",A-,3.89,B+,3.54
"Bintliff, Amy S.V.",WI21,56,55,100.0,100.0,4.28,EDS 118,Adolescent Devlp & Education (A),A-,3.85,A-,3.88
"Eguchi, Emi",WI21,59,14,92.3,92.3,8.81,EDS 124AR,Teach Computation/DigitalWorld (A),A-,3.85,B+,3.69
"Simon, Elizabeth A",WI21,48,12,91.7,91.7,6.67,EDS 124AR,Teach Computation/DigitalWorld (C),A-,3.82,A-,3.89
"Simon, Elizabeth A",WI21,64,16,100.0,100.0,6.23,EDS 124BR,Teach Computational Thinking (A),A-,3.87,A-,3.85
"Eguchi, Emi",WI21,36,16,100.0,100.0,8.63,EDS 124BR,Teach Computational Thinking (C),A-,3.92,A-,3.94
"Aragon, Maria Jose",WI21,38,15,100.0,93.3,4.23,EDS 125,"Hist,Polic&Theory/Bilingual Ed (A)",A-,3.8,A-,3.71
"Jones, Makeba",WI21,58,20,95.0,90.0,4.9,EDS 126,Social Organization/Education (A),A,4.0,A-,3.77
"Pappas, Elizabeth",WI21,55,27,100.0,100.0,5.02,EDS 128A,Intro/Teaching&Learning (Elem) (A),A-,3.96,A-,3.72
"Black, Alison Michelle",WI21,42,26,92.0,76.0,4.92,EDS 129B,Intro/Teach&Learn (Secondary) (A),A-,3.92,A-,3.9
"Drake, Kristy Nicole",WI21,33,14,100.0,100.0,5.42,EDS 130,Intro/Acad Ment/Elem Schl Stdn (A),A-,3.92,A-,3.74
"Bintliff, Amy S.V.",WI21,23,10,100.0,100.0,4.9,EDS 133,"Counsel, Mentor, Advise (P-12) (A)",A,4.0,A-,3.94
"Chung, Luz Marina",WI21,32,14,100.0,100.0,5.5,EDS 136,Intro/Acad Tut/Second Schl Std (A),A-,3.92,A-,3.82
"Heinzman, Erica M.",WI21,23,17,100.0,100.0,3.09,EDS 39,Explore Secondary STEM Ed (A),A,4.0,A-,3.9
"Mancinelli, Ryan Mark",WI21,43,12,83.3,83.3,9.0,ENG 100D,Design for Development (A),A-,3.82,A-,3.9
"Ngo, Anh-Thu T.",WI21,31,13,75.0,91.7,6.17,ENG 100D,Design for Development (B),B+,3.58,B+,3.37
"Puritty, Chandler Elizabeth",WI21,21,8,100.0,100.0,1.25,ENVR 102,Selected Topics/Environmntl St (A),A-,3.88,A-,3.87
"Patterson, Timothy Raymond",WI21,59,27,92.6,92.6,3.17,ENVR 110,Environmental Law (A),B+,3.63,B+,3.6
"Aarons, Sarah Miranda",WI21,115,51,98.0,98.0,4.5,ESYS 102,The Solid and Fluid Earth (A),A-,3.76,B+,3.67
"Taylor-Garcia, Daphne",WI21,23,7,71.4,42.9,2.5,ETHN 100B,InterdisciplinaryMethodologies (A),A-,3.86,B+,3.62
"Marez, Curtis F.",WI21,99,44,95.3,95.3,3.57,ETHN 101,Ethnic Images in Film (A),A-,3.95,A,4.0
"Sasaki, Christen T",WI21,39,19,100.0,100.0,4.82,ETHN 125,Asian American History (A),A-,3.94,A-,3.86
"Marez, Curtis F.",WI21,47,12,100.0,100.0,4.5,ETHN 143,Chicana/o Film & Media Studies (A),A-,3.8,A,4.0
"Boston, Martin Luther",WI21,21,8,100.0,100.0,6.5,ETHN 153,Citizenship & Civil Rts/20th c (A),B,3.14,B+,3.43
"Huezo, Alexander D",WI21,43,18,100.0,94.4,3.17,ETHN 155,U.S. Militarism (A),A-,3.88,A-,3.76
"Huezo, Alexander D",WI21,21,10,100.0,100.0,3.9,ETHN 170,Slavery and the Atlantic World (A),B+,3.56,A-,3.87
"Dresser, Mark Stuart",WI21,23,9,77.8,100.0,2.94,ETHN 179,Discover Jazz (A),A,4.0,A-,3.85
"Espiritu, Yen",WI21,365,172,93.5,98.2,3.4,ETHN 2,Intro:CirculationsofDifference (A),A-,3.8,A-,3.82
"Bristow, Claire Catherine",WI21,63,48,95.8,93.8,6.13,FMPH 101,Epidemiology (A),B+,3.57,B+,3.36
"Rana, Brinda Kanti",WI21,60,53,88.7,88.7,6.88,FMPH 102,Biostatistics in Public Health (A),B+,3.47,B+,3.6
"Hartman, Sheri R",WI21,65,45,95.6,93.3,4.23,FMPH 110,Health Behavior & Chronic Dis (A),A-,3.76,B+,3.58
"Hartman, Sheri R",WI21,72,51,96.1,94.0,5.79,FMPH 110,Health Behavior & Chronic Dis (B),A-,3.76,B+,3.67
"Nguyen-Grozavu, France T.",WI21,60,37,81.1,70.3,4.39,FMPH 120,Health Policies/Healthy Lfesty (A),A-,3.76,B+,3.68
"Kayser, Georgia Lyn",WI21,46,31,93.3,90.0,3.77,FMPH 130,Environment & Occuption Health (A),B+,3.66,A-,3.77
"Zoumas-Morse, Christine E.",WI21,65,53,98.1,98.1,3.78,FMPH 161,ClinicalNutrition/PublicHealth (A),A-,3.85,A-,3.81
"Servin, Argentina Elisa No",WI21,28,11,100.0,90.9,2.86,FMPH 193,Public Health Capstone I (A),A,4.0,A,4.0
"Linke, Sarah Elizabeth",WI21,28,9,100.0,100.0,2.5,FMPH 193,Public Health Capstone I (B),A-,3.88,A-,3.86
"Marquez, Becky",WI21,30,29,100.0,100.0,4.98,FMPH 193,Public Health Capstone I (C),A-,3.93,A,4.0
"Romero, Sally Ann Dominick",WI21,28,17,100.0,100.0,3.88,FMPH 193,Public Health Capstone I (D),A-,3.94,A-,3.98
"Servin, Argentina Elisa No",WI21,29,12,81.8,81.8,4.68,FMPH 193,Public Health Capstone I (E),A-,3.82,A-,3.93
"Larsen, Britta Ann",WI21,83,62,96.8,96.8,4.47,FMPH 40,Introduction to Public Health (A),B+,3.62,B+,3.32
"Hannah, Seth Donal",WI21,78,48,100.0,100.0,4.37,GLBH 100,Special Topics/Global Health (A),A-,3.83,A-,3.87
"Sloane, Julia Kathryn",WI21,32,15,86.7,93.3,4.77,GLBH 101,Aging: Culture&Health/Hum Dev (A),B+,3.57,B+,3.54
"Burgos, Jose L.",WI21,22,9,100.0,100.0,3.5,GLBH 111,Health Frontiers in Tijuana (A),A-,3.88,A,4.0
"Ojeda, Victoria D.",WI21,22,9,100.0,87.5,3.5,GLBH 111,Health Frontiers in Tijuana (A),A-,3.88,A,4.0
"Saravia, Paula F",WI21,95,81,96.3,93.8,4.85,GLBH 148,Global Health&Cultrl Diversity (A),A-,3.78,B+,3.64
"Mackey, Timothy Ken",WI21,56,34,97.1,100.0,4.68,GLBH 160,Global Health Policy (A),B+,3.62,B+,3.43
"Fielding-Miller, Rebecca",WI21,103,56,98.2,98.2,4.46,GLBH 181,Essentials of Global Health (A),A-,3.73,B+,3.57
"Walkover, Lillian B",WI21,103,78,94.8,97.4,3.9,GLBH 20,Introduction to Global Health (A),A-,3.73,B+,3.66
"Wilder, Linnea Lorene",WI21,86,43,95.3,95.3,4.64,HDS 110,Brain & Behavioral Development (A),A-,3.8,B+,3.64
"Stewart, Alexander B",WI21,94,76,93.4,92.1,4.71,HDS 133,Cross-Cultural Perspectives (A),B+,3.46,B+,3.66
"Blaise, Jean G",WI21,25,12,90.9,90.9,4.68,HDS 175,PowerWealth&Inequality/HumDev (A),A-,3.82,B+,3.62
"Bjorklund, Peter",WI21,40,19,100.0,100.0,6.38,HDS 181,Exper Proj/Human Dev. Resear (A),A-,3.82,B+,3.49
"Rosenfeld, Susan Alexandra",WI21,44,15,100.0,100.0,4.37,HIAF 123,W Africa/Earliest Times1800 (A),B+,3.47,B+,3.56
"Matsumura, Wendy Y",WI21,65,31,90.0,96.7,3.57,HIEA 115,Social&Cultural/20th C Japan (A),A-,3.78,A,4.0
"Henry, Todd A.",WI21,23,6,100.0,100.0,5.5,HIEA 144,Topics in East Asian History (A),B+,3.4,B-,2.85
"Diederich, Inga Kim",WI21,58,54,100.0,100.0,4.2,HIEA 150,"Modern Korea, 1800-1945 (A)",A-,3.87,A-,3.91
"Muscolino, Micah S",WI21,61,19,94.7,89.5,4.61,HIEA 155,China and the Environment (A),B+,3.59,B,3.16
"Edelman, Robert S.",WI21,50,12,100.0,91.7,3.5,HIEU 113,Russian Empire 1775-1917 (A),B+,3.58,A-,3.84
"Gallant, Thomas W.",WI21,50,24,95.8,95.7,4.0,HIEU 116B,Greece/Balkans/Age/Nationalism (A),B+,3.67,B+,3.44
"Devereux, Andrew W",WI21,40,13,84.6,100.0,5.12,HIEU 149,Medieval Spain (A),A-,3.7,B+,3.56
"Neuheiser, Joerg",WI21,53,38,91.9,94.6,4.88,HIEU 150,Modern British History (A),B+,3.5,B,3.13
"Radcliff, Pamela B.",WI21,46,20,94.7,100.0,5.13,HIEU 151,Spain Since 1808 (A),A-,3.78,B+,3.5
"Cowan, Benjamin A",WI21,56,25,92.0,88.0,5.62,HILA 102,Latin America/Twentieth Centry (A),B+,3.45,B+,3.32
"Cowan, Benjamin A",WI21,46,20,100.0,100.0,5.03,HILA 121B,History of Brazil 1889-Present (A),B+,3.5,B+,3.32
"Vitz, Matthew",WI21,91,24,87.5,82.6,4.0,HILA 131,Mexico/Conquest to Mod (A),B+,3.52,A-,3.81
"Lu, Weijing",WI21,190,77,87.7,89.0,5.12,HILD 11,"East Asia & the West,1279-1911 (A)",B+,3.46,B,3.21
"Klein, Rachel",WI21,178,65,85.7,90.5,5.31,HILD 2B,United States History (A),B+,3.5,B+,3.38
"Man, Simeon S",WI21,379,184,94.4,98.3,3.58,HILD 7B,Race & Ethnicity/United States (A),A-,3.83,A-,3.88
"Shafir, Nir",WI21,26,12,90.9,100.0,3.95,HINE 109,History of the Ottoman Empire (A),B+,3.6,B+,3.66
"Provence, Michael",WI21,49,18,100.0,100.0,4.28,HINE 120,Middle East in the New Century (A),A-,3.8,B+,3.5
"Westman, Robert S",WI21,35,19,68.4,68.4,4.71,HISC 106,The Scientific Revolution (A),B+,3.55,B,3.06
"Golan, Tal",WI21,55,19,94.1,100.0,2.85,HISC 131,"Science, Technology, & Law (A)",A-,3.8,B+,3.63
"Edington, Claire Ellen",WI21,33,10,100.0,90.0,5.3,HITO 114,History of Modern Vietnam (A),A-,3.8,A-,3.94
"Plant, Rebecca Jo",WI21,156,62,98.3,100.0,4.16,HIUS 112,The U.S. Civil War (A),B+,3.55,B+,3.44
"Hanna, Mark G.",WI21,122,51,88.0,90.0,5.06,HIUS 133,The Golden Age of Piracy (A),B+,3.56,B+,3.41
"Klann, Mary Cameron",WI21,33,8,100.0,100.0,4.5,HIUS 144,Topics in U.S. History (A),A-,3.88,A-,3.92
"Vandevelde, Kenneth Joseph",WI21,53,20,100.0,100.0,4.4,HIUS 152B,Constitutnl Hist/US after 1865 (A),A-,3.8,A-,3.81
"Plant, Rebecca Jo",WI21,59,26,92.0,92.0,4.42,HIUS 157,"American Women,Womanhood1870-P (A)",B+,3.7,B+,3.64
"Shafir, Gershon",WI21,23,7,100.0,100.0,4.79,HMNR 100,Human Rights I: Introduction (A),A,4.0,B+,3.66
"Chodorow, Stanley A.",WI21,23,15,61.5,61.5,9.21,HUM 1,Foundatns/West Civ:Israel&Grce (A),B,3.07,C+,2.53
"Chodorow, Stanley A.",WI21,29,10,50.0,62.5,8.94,HUM 1,Foundatns/West Civ:Israel&Grce (B),B-,2.89,C+,2.37
"Chodorow, Stanley A.",WI21,86,55,60.0,66.0,6.19,HUM 1,Foundatns/West Civ:Israel&Grce (C),B-,2.76,C+,2.5
"Markman, Kristina",WI21,45,42,66.7,100.0,7.21,HUM 1,Foundatns/West Civ:Israel&Grce (D),B,3.1,B,3.24
"Markman, Kristina",WI21,45,35,74.3,94.3,7.93,HUM 1,Foundatns/West Civ:Israel&Grce (E),B,3.03,B-,2.9
"Markman, Kristina",WI21,209,182,77.3,98.3,7.38,HUM 1,Foundatns/West Civ:Israel&Grce (F),B,3.07,B,3.17
"Lyon, Antony J.",WI21,30,29,79.3,96.6,7.19,HUM 1,Foundatns/West Civ:Israel&Grce (G),B+,3.31,B,3.28
"Lyon, Antony J.",WI21,30,25,80.0,88.0,5.62,HUM 1,Foundatns/West Civ:Israel&Grce (H),B,3.2,B+,3.36
"Lyon, Antony J.",WI21,29,26,50.0,96.2,7.58,HUM 1,Foundatns/West Civ:Israel&Grce (I),B-,2.8,B+,3.33
"Lyon, Antony J.",WI21,208,181,69.7,98.9,7.17,HUM 1,Foundatns/West Civ:Israel&Grce (J),B,3.02,B,3.13
"Cox, Stephen D.",WI21,236,210,80.0,92.8,7.45,HUM 1,Foundatns/West Civ:Israel&Grce (N),B,3.18,B,3.27
"Giordano, Kailey Nicole",WI21,29,24,91.3,100.0,6.58,HUM 4,"Enlightmnt,Romnt,Rev/1660-1848 (A)",B-,2.95,B-,2.85
"Giordano, Kailey Nicole",WI21,29,20,85.0,100.0,5.5,HUM 4,"Enlightmnt,Romnt,Rev/1660-1848 (B)",B,3.13,B,3.27
"Giordano, Kailey Nicole",WI21,30,25,68.0,95.8,4.67,HUM 4,"Enlightmnt,Romnt,Rev/1660-1848 (C)",B,3.06,B-,2.95
"Giordano, Kailey Nicole",WI21,204,168,78.6,97.6,5.77,HUM 4,"Enlightmnt,Romnt,Rev/1660-1848 (D)",B,3.08,B,3.11
"Kontje, Todd Curtis",WI21,220,98,73.8,91.7,5.43,HUM 4,"Enlightmnt,Romnt,Rev/1660-1848 (E)",B,3.09,B,3.13
"Watkins, Eric",WI21,234,120,69.7,95.4,5.77,HUM 4,"Enlightmnt,Romnt,Rev/1660-1848 (F)",B,3.17,B-,2.99
"McIntosh, Justin Daniel",WI21,254,105,91.1,92.0,5.24,INTL 101,Cult & Society/Intrn'l Perspec (A),A-,3.72,B+,3.66
"Broz, James Lawrence",WI21,221,78,74.3,71.6,6.23,INTL 102,"Econ, Politics & Intn'l Change (A)",B,3.27,B,3.09
"Lettieri, Michael Joseph",WI21,20,4,25.0,50.0,9.0,INTL 190,Seminar/International Studies (A),C+,2.67,B-,2.8
"Fisk, David Lee",WI21,20,6,100.0,100.0,9.83,INTL 190,Seminar/International Studies (B),B+,3.67,B+,3.61
"Segui, Alan S",WI21,20,3,100.0,100.0,5.5,INTL 190,Seminar/International Studies (C),A,4.0,B+,3.56
"Carreri, Maria",WI21,20,19,100.0,100.0,7.13,INTL 190,Seminar/International Studies (D),B+,3.58,B+,3.66
"Kamioka, Sachiko",WI21,29,11,100.0,100.0,6.5,JAPN 10B,First Year Japanese II (A),A,4.0,B+,3.63
"Kamioka, Sachiko",WI21,28,17,100.0,100.0,6.63,JAPN 10B,First Year Japanese II (B),B+,3.67,B+,3.51
"Takeda, Izumi",WI21,30,14,92.9,100.0,6.36,JAPN 10B,First Year Japanese II (D),B+,3.64,B+,3.32
"Inada, Minori",WI21,28,15,100.0,100.0,4.77,JAPN 10B,First Year Japanese II (F),B+,3.69,B+,3.6
"Takeda, Izumi",WI21,32,19,100.0,100.0,5.45,JAPN 10B,First Year Japanese II (G),B+,3.65,B,3.27
"Tipton, Yuko",WI21,25,18,100.0,100.0,5.39,JAPN 10B,First Year Japanese II (H),B+,3.53,A-,3.72
"Kamioka, Sachiko",WI21,32,21,100.0,100.0,6.88,JAPN 10B,First Year Japanese II (I),B+,3.56,B,3.26
"Simpson, Junko Tokuda",WI21,20,10,90.0,88.9,5.9,JAPN 10B,First Year Japanese II (J),B+,3.56,B,3.26
"Iwamoto, Naoki",WI21,29,13,100.0,100.0,6.96,JAPN 10B,First Year Japanese II (K),A-,3.91,B+,3.6
"Iwamoto, Naoki",WI21,30,20,100.0,100.0,6.4,JAPN 10B,First Year Japanese II (L),A-,3.94,A-,3.82
"Maruyama, Rie",WI21,30,19,100.0,100.0,5.76,JAPN 10B,First Year Japanese II (M),A-,3.94,A-,3.78
"Maruyama, Rie",WI21,31,14,100.0,100.0,6.04,JAPN 10B,First Year Japanese II (N),A-,3.75,A-,3.79
"Inada, Minori",WI21,31,16,100.0,100.0,5.75,JAPN 10B,First Year Japanese II (O),A-,3.93,A-,3.87
"Inada, Minori",WI21,32,17,88.2,100.0,5.68,JAPN 130B,Third Year Japanese II (B),B+,3.6,B+,3.65
"Sato, Kyoko",WI21,22,14,92.3,100.0,6.65,JAPN 20B,Second Year Japanese II (A),A-,3.8,A-,3.95
"Ross, Kayoko F",WI21,26,11,100.0,100.0,5.59,JAPN 20B,Second Year Japanese II (C),A-,3.73,A-,3.72
"McKee, Mayumi Mochizuki",WI21,23,14,100.0,100.0,5.5,JAPN 20B,Second Year Japanese II (D),A-,3.83,B+,3.53
"McKee, Mayumi Mochizuki",WI21,22,18,100.0,100.0,5.17,JAPN 20B,Second Year Japanese II (E),A,4.0,A-,3.91
"Kennemore, Amy Michelle",WI21,62,41,92.3,97.4,5.23,LATI 10,Lat Amer Studies&US Liberation (A),B+,3.57,B+,3.43
"Kokinis, Troy Andreas",WI21,35,16,100.0,85.7,5.0,LATI 50,Introduction to Latin America (A),B+,3.56,B+,3.44
"Ng, Kwai",WI21,48,18,82.4,82.4,5.38,LAWS 101,Contemporary Legal Issues (A),A-,3.81,B+,3.45
"Styler, William Francis",WI21,72,50,98.0,98.0,4.3,LIGN 101,Introduction/Study of Language (A),B+,3.54,B+,3.66
"Rose, Sharon",WI21,96,44,88.1,97.6,5.34,LIGN 111,Phonology I (A),B+,3.43,B+,3.35
"Yuan, Michelle",WI21,76,39,89.7,97.4,4.55,LIGN 121,Syntax I (A),B+,3.57,B+,3.53
"Mayberry, Rachel",WI21,24,12,75.0,75.0,3.5,LIGN 148,Psycholinguistics of Sign Lang (A),B+,3.56,B+,3.34
"McIntosh, Justin Daniel",WI21,51,22,81.8,50.0,4.77,LIGN 150,Historical Linguistics (A),B+,3.31,B+,3.39
"Kehler, Andrew Scott",WI21,142,67,96.9,98.5,3.58,LIGN 17,Making and Breaking Codes (A),B+,3.64,B+,3.48
"Garellek, Marc",WI21,66,30,96.6,100.0,3.53,LIGN 175,Sociolinguistics (A),A-,3.86,B+,3.66
"Munoz Sanchez, Alicia",WI21,23,10,100.0,100.0,3.5,LIGN 178,Spanish Sociolinguistics (A),B+,3.6,B,3.29
"Kluender, Robert",WI21,35,25,87.5,95.8,7.46,LIGN 179,Second Lang Acquisition Resrc (A),B,3.22,B+,3.55
"Styler, William Francis",WI21,39,21,100.0,100.0,3.45,LIGN 6,Computers and Language (A),B+,3.63,B+,3.54
"Chai, Yuan",WI21,178,66,93.9,93.9,3.2,LIGN 8,Languages & Cultures/America (A),A-,3.89,B+,3.59
"Blanco, John D",WI21,38,14,84.6,80.0,4.36,LTAM 110,Latin American Lit/Translation (A),B+,3.33,A-,3.75
"Liao, Ping H",WI21,76,16,93.8,93.8,5.43,LTEA 110A,Classicl Chinese Fict/Transltn (A),A-,3.8,B+,3.58
"Mendoza, Andrea",WI21,314,89,98.8,97.6,4.15,LTEA 138,Japanese Films (A),A-,3.98,A-,3.92
"Lee, Jin-Kyung",WI21,158,60,82.5,83.6,4.36,LTEA 142,"Korean Film, Lit & Pop Culture (A)",A-,3.91,A-,3.95
"Lerer, Seth",WI21,31,7,100.0,100.0,5.36,LTEN 107,Chaucer (A),B+,3.57,A-,3.74
"Nicolazzo, Sarah E.",WI21,26,7,85.7,100.0,3.64,LTEN 120,Topics: The 18th Century (A),A-,3.71,A-,3.84
"Walkiewicz, Kathryn A",WI21,40,9,88.9,100.0,6.5,LTEN 152,Origins of American Literature (A),A-,3.88,A-,3.76
"Suzuki, Erin M.",WI21,38,11,100.0,100.0,4.14,LTEN 159,Contemporary American Lit (A),A-,3.82,A-,3.7
"Ruiz, Ariana",WI21,20,8,100.0,100.0,4.75,LTEN 180,Chicano Literature in English (A),A-,3.75,B+,3.68
"Nicolazzo, Sarah E.",WI21,63,29,100.0,100.0,5.33,LTEN 22,Intro/Lit/Brtish Is:1660-1832 (A),A-,3.86,A-,3.79
"Johnson, Sara E.",WI21,43,27,100.0,100.0,4.5,LTEN 25,Intro/Lit/US: Beginning1865 (A),A-,3.73,B+,3.57
"Childs, Dennis R.",WI21,62,31,100.0,96.8,5.79,LTEN 27,Intro/Afro-American Literature (A),B+,3.43,B+,3.62
"Jed, Stephanie H",WI21,39,11,90.9,100.0,3.7,LTEU 105,Medieval Studies (A),A-,3.82,A,4.0
"Verdicchio, Pasquale",WI21,31,8,100.0,100.0,5.75,LTEU 140,Italian Literature in Transltn (A),A-,3.86,A-,3.82
"Fischer-Grunski, Eva K",WI21,21,9,100.0,100.0,5.61,LTGM 2B,Intermediate German II (A),A-,3.88,B+,3.54
"Lee, Don Uk",WI21,24,12,100.0,91.7,4.67,LTKO 1B,Beginning Korean:First Yr. II (A),A-,3.75,A-,3.86
"Lee, Don Uk",WI21,25,11,100.0,100.0,5.05,LTKO 1B,Beginning Korean:First Yr. II (B),A-,3.71,A-,3.75
"Yim, Nancy",WI21,24,8,87.5,87.5,6.25,LTKO 1B,Beginning Korean:First Yr. II (D),A,4.0,B+,3.62
"Yim, Nancy",WI21,27,14,100.0,92.3,5.12,LTKO 1B,Beginning Korean:First Yr. II (E),A,4.0,B+,3.53
"Lee, Jeyseon",WI21,26,9,88.9,100.0,6.5,LTKO 1B,Beginning Korean:First Yr. II (F),B+,3.63,A-,3.73
"Lee, Jeyseon",WI21,23,7,100.0,100.0,5.64,LTKO 2B,Intermediate Korean:2nd Yr II (A),A-,3.83,A-,3.76
"Murray, Kourtney Kristine",WI21,37,13,91.7,100.0,4.17,LTLA 2,Intermediate Latin I (A),A-,3.75,A-,3.77
"Wells, Patricia Rebecca",WI21,21,8,100.0,100.0,5.0,LTRU 1B,First-Year Russian (A),A-,3.88,A-,3.92
"Parra, Max",WI21,26,9,100.0,100.0,7.61,LTSP 135B,Modern Mexican Literature (A),B+,3.67,B+,3.59
"Chacon, Gloria Elizabeth",WI21,22,10,100.0,100.0,6.5,LTSP 172,Indigenista Themes/Latin-Amer (A),B+,3.5,B+,3.48
"Chacon, Gloria Elizabeth",WI21,31,6,100.0,100.0,8.83,LTSP 174,Topics in Culture and Politics (A),B+,3.33,B+,3.68
"Caro Melendez, Eduardo",WI21,27,13,100.0,92.3,2.96,LTSP 2B,Intermed Spanish II:Read&Comp (A),A-,3.92,B+,3.57
"Caro Melendez, Eduardo",WI21,26,12,88.9,88.9,4.5,LTSP 2B,Intermed Spanish II:Read&Comp (B),A,4.0,B+,3.53
"Caro Melendez, Eduardo",WI21,26,13,92.3,100.0,3.42,LTSP 2B,Intermed Spanish II:Read&Comp (C),A-,3.85,B+,3.4
"Dominguez, Noelia",WI21,27,14,100.0,100.0,4.5,LTSP 2C,Intermed Span III:Cultrl Topcs (A),B+,3.4,B,3.27
"Dominguez, Noelia",WI21,25,9,88.9,88.9,3.5,LTSP 2C,Intermed Span III:Cultrl Topcs (B),B+,3.57,B+,3.41
"Dominguez, Noelia",WI21,22,6,100.0,100.0,3.83,LTSP 2C,Intermed Span III:Cultrl Topcs (C),B+,3.5,B+,3.66
"De Marchi Gherini, Adriana",WI21,47,18,100.0,100.0,3.17,LTWL 172,Special Topics in Literature (A),A-,3.94,A,4.0
"Kelting, Edward William",WI21,32,11,100.0,100.0,4.68,LTWL 19B,Intro/Ancient Greeks & Romans (A),B+,3.3,B+,3.41
"Hoang, Lily Kim",WI21,24,12,100.0,100.0,6.0,LTWR 100,Short Fiction Workshop (A),A-,3.91,A-,3.91
"Doller, Ben",WI21,26,7,100.0,100.0,3.07,LTWR 102,Poetry Workshop (A),A-,3.86,A-,3.8
"Hoang, Lily Kim",WI21,23,5,100.0,100.0,9.3,LTWR 104B,The Novella II (A),A,4.0,A-,3.82
"Springer, Anna Joy",WI21,22,12,100.0,100.0,5.17,LTWR 106,"Sci Fiction,Fantasy,Irrealism (A)",A-,3.75,A-,3.92
"Carroll, Amy Sara",WI21,21,6,100.0,100.0,8.17,LTWR 115,Experimental Writing Workshop (A),A-,3.8,B+,3.41
"Darini, Bruna Maria",WI21,21,6,100.0,100.0,5.83,LTWR 148,Theory for Writers (A),A,4.0,A-,3.9
"Jemc, Jaclyn",WI21,98,50,98.0,98.0,4.58,LTWR 8A,Writing Fiction (A),A-,3.88,A-,3.76
"Carroll, Amy Sara",WI21,64,36,80.0,88.6,4.04,LTWR 8C,Writing Non-Fiction (A),A-,3.76,B+,3.58
"Nomura, Keiko K.",WI21,98,89,88.8,82.0,7.69,MAE 101A,Introductory Fluid Mechanics (C),B,3.16,B+,3.38
"Llewellyn Smith, Stefan G.",WI21,78,57,98.2,85.7,7.93,MAE 101B,Advanced Fluid Mechanics (A),B,3.29,B,3.24
"Bahadori, Mohammad Yousef",WI21,50,30,70.0,80.0,8.17,MAE 105,Intro to Mathematical Physics (A),B,3.04,B,3.13
